,id,date,trip,max_temp,min_temp,avg_temp,precip,weekday,weight,bmi,fat,calories,steps,distance,floors,mins_sedentary,mins_light_active,mins_fairly_active,mins_very_active,calories_activity,mins_asleep,activity_level,steps_level,sleep_cat,weekday2,covid,month2,covid2
283,283,2020-07-09,0,90,60,75,0,Thursday,134.17,21.82,22.469,2081,10422,4.46,57,786,93,20,71,868,469,Average Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
284,284,2020-07-10,0,90,61,75.5,0,Friday,133.93,21.78,22.399,2634,14855,7.58,50,661,217,32,107,1562,409,Very High Activity,High Step Count,Short Sleep Time,Friday,1,NA,1
285,285,2020-07-11,0,96,66,81,0,Saturday,133.15,21.66,22.2,2002,4776,2.05,9,651,236,9,1,800,467,Average Activity,Low Step Count,Ideal Sleep Time,Saturday,1,NA,1
286,286,2020-07-12,0,100,67,83.5,0,Sunday,136.46,22.2,23,1813,5049,2.16,9,605,120,14,18,545,617,Low Activity,Average Step Count,Long Sleep Time,Sunday,1,NA,1
287,287,2020-07-13,0,99,66,82.5,0,Monday,135.58,22.05,22.8,1972,10335,4.43,53,678,96,47,34,753,529,Low Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
288,288,2020-07-14,0,93,63,78,0,Tuesday,134.7,21.91,22.6,2077,10073,5.33,36,798,105,15,62,864,409,Average Activity,High Step Count,Short Sleep Time,Tuesday,1,NA,1
289,289,2020-07-15,0,88,61,74.5,0,Wednesday,133.82,21.76,22.399,2231,11497,4.98,62,676,125,21,87,1054,469,High Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
290,290,2020-07-16,0,87,58,72.5,0,Thursday,134.26,21.84,22.5,2079,11957,5.13,68,778,129,21,61,890,409,Average Activity,High Step Count,Short Sleep Time,Thursday,1,NA,1
291,291,2020-07-17,0,88,61,74.5,0,Friday,133.26,21.68,22.2,2671,14847,7.44,43,559,293,33,81,1639,469,Very High Activity,High Step Count,Ideal Sleep Time,Friday,1,NA,1
292,292,2020-07-18,0,90,63,76.5,0,Saturday,132.16,21.5,22,2178,4133,1.77,12,662,263,7,0,952,393,Average Activity,Low Step Count,Short Sleep Time,Saturday,1,NA,1
293,293,2020-07-19,0,89,63,76,0,Sunday,132.71,21.59,22.133,1650,2895,1.24,10,750,126,0,0,377,529,Low Activity,Low Step Count,Ideal Sleep Time,Sunday,1,NA,1
294,294,2020-07-20,0,89,59,74,0,Monday,133.26,21.68,22.266,2091,11428,4.89,35,540,146,48,42,933,594,Average Activity,High Step Count,Long Sleep Time,Monday,1,NA,1
295,295,2020-07-21,0,87,61,74,0,Tuesday,133.82,21.76,22.399,2449,11560,6.26,76,636,184,17,70,1287,479,High Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
296,296,2020-07-22,0,89,57,73,0,Wednesday,134.04,21.8,22.399,2118,11362,4.87,81,643,119,24,61,916,529,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
297,297,2020-07-23,0,83,58,70.5,0,Thursday,134.48,21.87,22.5,1671,4053,1.74,18,759,92,12,9,397,511,Low Activity,Low Step Count,Ideal Sleep Time,Thursday,1,NA,1
298,298,2020-07-24,0,84,58,71,0,Friday,134.04,21.8,22.399,2582,15848,7.78,84,712,232,35,91,1520,349,Very High Activity,Very High Step Count,Short Sleep Time,Friday,1,NA,1
299,299,2020-07-25,0,89,61,75,0,Saturday,133.84,21.77,22.35,2491,10962,4.69,39,548,385,14,19,1449,427,Very High Activity,High Step Count,Ideal Sleep Time,Saturday,1,NA,1
300,300,2020-07-26,0,92,62,77,0,Sunday,133.65,21.74,22.301,2080,6470,2.77,12,791,284,0,0,950,349,Average Activity,Average Step Count,Short Sleep Time,Sunday,1,NA,1
301,301,2020-07-27,0,91,58,74.5,0,Monday,133.46,21.71,22.252,2052,10082,4.32,47,687,117,42,42,856,529,Average Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
302,302,2020-07-28,0,87,59,73,0,Tuesday,133.26,21.68,22.2,2210,11655,6.2,36,734,143,30,58,1046,409,High Activity,High Step Count,Short Sleep Time,Tuesday,1,NA,1
303,303,2020-07-29,0,88,59,73.5,0,Wednesday,133.15,21.66,22.2,2178,11618,6,37,767,105,18,64,979,469,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
304,304,2020-07-30,0,89,60,74.5,0,Thursday,133.21,21.67,22.249,2052,10215,4.37,66,880,118,23,56,861,349,Average Activity,High Step Count,Short Sleep Time,Thursday,1,NA,1
305,305,2020-07-31,0,97,67,82,0,Friday,133.26,21.68,22.299,2183,6808,2.9,18,712,242,31,17,1050,409,Average Activity,Average Step Count,Short Sleep Time,Friday,1,NA,1
306,306,2020-08-01,0,100,68,84,0,Saturday,132.93,21.62,22.2,2744,10105,4.33,14,480,358,86,32,1766,436,Very High Activity,High Step Count,Ideal Sleep Time,Saturday,1,NA,1
307,307,2020-08-02,0,97,65,81,0,Sunday,132.74,21.59,22.15,1759,2656,1.14,5,853,156,0,0,503,409,Low Activity,Low Step Count,Short Sleep Time,Sunday,1,NA,1
308,308,2020-08-03,0,93,62,77.5,0,Monday,132.55,21.56,22.1,2051,10716,4.59,35,627,109,32,61,854,589,Average Activity,High Step Count,Long Sleep Time,Monday,1,NA,1
309,309,2020-08-04,0,92,63,77.5,0,Tuesday,132.36,21.53,22.05,2118,11116,4.76,51,648,111,34,69,945,529,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
310,310,2020-08-05,0,86,63,74.5,0,Wednesday,132.16,21.5,22,1972,6556,2.81,22,642,230,9,10,815,529,Low Activity,Average Step Count,Ideal Sleep Time,Wednesday,1,NA,1
311,311,2020-08-06,0,85,62,73.5,0,Thursday,132.05,21.48,21.899,2174,11258,4.82,78,776,124,35,68,1015,409,Average Activity,High Step Count,Short Sleep Time,Thursday,1,NA,1
312,312,2020-08-07,0,83,58,70.5,0,Friday,131.83,21.44,21.899,3454,26057,11.62,186,306,391,61,158,2616,457,Very High Activity,Very High Step Count,Ideal Sleep Time,Friday,1,NA,1
313,313,2020-08-08,0,90,62,76,0,Saturday,130.4,21.21,21.5,3025,7386,3.17,11,419,555,38,16,2164,354,Very High Activity,Average Step Count,Short Sleep Time,Saturday,1,NA,1
314,314,2020-08-09,0,90,62,76,0,Sunday,131.13,21.33,21.7,2115,4919,2.11,16,860,165,41,30,933,349,Average Activity,Low Step Count,Short Sleep Time,Sunday,1,NA,1
315,315,2020-08-10,0,91,62,76.5,0,Monday,131.87,21.45,21.9,2016,10858,4.66,34,713,110,20,62,820,469,Average Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
316,316,2020-08-11,0,91,58,74.5,0,Tuesday,132.6,21.57,22.1,2030,10258,4.4,36,693,139,21,47,847,499,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
317,317,2020-08-12,0,96,63,79.5,0,Wednesday,132.27,21.51,22,1938,5782,2.46,24,738,143,12,26,707,469,Low Activity,Average Step Count,Ideal Sleep Time,Wednesday,1,NA,1
318,318,2020-08-13,0,97,60,78.5,0,Thursday,131.94,21.46,21.899,2282,10480,4.49,17,631,226,34,46,1154,469,High Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
319,319,2020-08-14,0,97,72,84.5,0,Friday,132.27,21.51,21.979,3201,11892,5.1,27,885,455,41,59,2260,NA,Very High Activity,High Step Count,NA,Friday,1,NA,1
320,320,2020-08-15,0,101,74,87.5,0,Saturday,132.6,21.57,22.059,2970,11173,4.79,34,660,263,63,98,1939,349,Very High Activity,High Step Count,Short Sleep Time,Saturday,1,NA,1
321,321,2020-08-16,0,107,74,90.5,0,Sunday,132.93,21.62,22.139,1932,6701,2.87,22,1264,119,35,22,686,NA,Low Activity,Average Step Count,NA,Sunday,1,NA,1
322,322,2020-08-17,0,107,72,89.5,0,Monday,133.26,21.68,22.219,1999,10222,4.38,32,694,131,32,27,789,469,Average Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
323,323,2020-08-18,0,109,74,91.5,0,Tuesday,133.6,21.73,22.299,2182,10903,4.65,19,618,208,50,12,1041,469,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
324,324,2020-08-19,0,109,71,90,0,Wednesday,132.9,21.62,22.133,2148,10365,4.43,36,711,184,46,27,988,409,Average Activity,High Step Count,Short Sleep Time,Wednesday,1,NA,1
325,325,2020-08-20,0,102,74,88,0,Thursday,132.2,21.5,21.967,2105,11706,5.01,22,809,142,36,51,940,349,Average Activity,High Step Count,Short Sleep Time,Thursday,1,NA,1
326,326,2020-08-21,0,97,73,85,0,Friday,131.5,21.39,21.799,2708,7320,3.13,12,461,386,47,33,1753,469,Very High Activity,Average Step Count,Ideal Sleep Time,Friday,1,NA,1
327,327,2020-08-22,0,98,76,87,0,Saturday,131.75,21.43,21.874,3054,7807,3.35,8,378,474,95,13,2163,429,Very High Activity,Average Step Count,Ideal Sleep Time,Saturday,1,NA,1
328,328,2020-08-23,0,96,74,85,0,Sunday,131.99,21.47,21.949,2030,3183,1.16,6,798,195,19,11,847,409,Average Activity,Low Step Count,Short Sleep Time,Sunday,1,NA,1
329,329,2020-08-24,0,91,71,81,0,Monday,132.24,21.51,22.024,1979,10227,4.38,33,577,135,45,24,791,649,Average Activity,High Step Count,Long Sleep Time,Monday,1,NA,1
330,330,2020-08-25,0,96,70,83,0,Tuesday,132.49,21.55,22.1,2122,12288,5.27,41,707,168,23,44,953,469,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
331,331,2020-08-26,0,98,70,84,0,Wednesday,131.67,21.42,21.85,2161,11348,4.84,35,736,129,37,60,996,469,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
332,332,2020-08-27,0,99,71,85,0,Thursday,130.84,21.28,21.6,2367,13187,5.65,64,703,200,31,72,1246,409,High Activity,High Step Count,Short Sleep Time,Thursday,1,NA,1
333,333,2020-08-28,0,96,67,81.5,0,Friday,131.06,21.32,21.7,2770,13350,5.69,38,563,261,83,74,1771,409,Very High Activity,High Step Count,Short Sleep Time,Friday,1,NA,1
334,334,2020-08-29,0,91,60,75.5,0,Saturday,131.23,21.34,21.749,2348,4904,2.1,12,665,263,42,25,1242,409,High Activity,Low Step Count,Short Sleep Time,Saturday,1,NA,1
335,335,2020-08-30,0,88,61,74.5,0,Sunday,131.39,21.37,21.798,1871,5095,2.11,9,541,191,12,10,671,589,Low Activity,Average Step Count,Long Sleep Time,Sunday,1,NA,1
336,336,2020-08-31,0,87,60,73.5,0,Monday,131.56,21.4,21.847,1804,3987,1.69,9,812,193,0,0,584,384,Low Activity,Low Step Count,Short Sleep Time,Monday,1,NA,1
337,337,2020-09-01,0,86,61,73.5,0,Tuesday,131.59,21.4,21.856,1951,10604,4.54,31,671,91,50,38,750,542,Low Activity,High Step Count,Long Sleep Time,Tuesday,1,NA,1
338,338,2020-09-02,0,87,61,74,0,Wednesday,131.72,21.42,21.899,2227,11653,4.99,63,707,170,38,54,1089,409,High Activity,High Step Count,Short Sleep Time,Wednesday,1,NA,1
339,339,2020-09-03,0,91,65,78,0,Thursday,131.17,21.33,21.75,2017,10582,4.54,35,655,139,27,45,833,529,Average Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
340,340,2020-09-04,0,101,68,84.5,0,Friday,130.62,21.24,21.6,1846,5778,2.48,12,762,145,24,14,635,409,Low Activity,Average Step Count,Short Sleep Time,Friday,1,NA,1
341,341,2020-09-05,0,113,75,94,0,Saturday,130.62,21.24,21.6,3031,9422,4.03,15,338,517,67,22,2208,469,Very High Activity,Average Step Count,Ideal Sleep Time,Saturday,1,NA,1
342,342,2020-09-06,0,115,82,98.5,0,Sunday,130.62,21.24,21.6,3066,4502,1.93,13,449,306,141,71,2113,418,Very High Activity,Low Step Count,Short Sleep Time,Sunday,1,NA,1
343,343,2020-09-07,0,113,77,95,0,Monday,130.62,21.24,21.6,1684,3310,1.42,10,714,112,10,2,414,529,Low Activity,Low Step Count,Ideal Sleep Time,Monday,1,NA,1
344,344,2020-09-08,0,91,69,80,0,Tuesday,130.62,21.24,21.6,1603,2770,1.19,6,681,113,0,0,335,567,Low Activity,Low Step Count,Long Sleep Time,Tuesday,1,NA,1
345,345,2020-09-09,0,90,66,78,0,Wednesday,130.62,21.24,21.6,1737,4984,2.13,8,678,76,33,14,493,580,Low Activity,Low Step Count,Long Sleep Time,Wednesday,1,NA,1
346,346,2020-09-10,0,88,65,76.5,0,Thursday,130.62,21.24,21.6,2088,6735,2.84,14,669,193,22,31,933,469,Average Activity,Average Step Count,Ideal Sleep Time,Thursday,1,NA,1
347,347,2020-09-11,0,91,64,77.5,0,Friday,130.71,21.26,21.614,2331,7153,3.06,13,684,286,22,27,1242,409,High Activity,Average Step Count,Short Sleep Time,Friday,1,NA,1
348,348,2020-09-12,0,89,66,77.5,0,Saturday,130.8,21.28,21.628,1982,5871,2.51,14,749,237,5,3,785,409,Average Activity,Average Step Count,Short Sleep Time,Saturday,1,NA,1
349,349,2020-09-13,0,94,63,78.5,0,Sunday,130.9,21.29,21.642,2080,6127,2.62,18,716,211,31,5,932,409,Average Activity,Average Step Count,Short Sleep Time,Sunday,1,NA,1
350,350,2020-09-14,0,96,65,80.5,0,Monday,130.99,21.31,21.656,1776,6361,2.73,12,634,118,36,3,551,564,Low Activity,Average Step Count,Long Sleep Time,Monday,1,NA,1
351,351,2020-09-15,0,95,66,80.5,0,Tuesday,131.08,21.32,21.67,1844,4198,1.8,7,819,163,16,3,611,409,Low Activity,Low Step Count,Short Sleep Time,Tuesday,1,NA,1
352,352,2020-09-16,0,99,67,83,0,Wednesday,131.17,21.34,21.684,1983,5461,2.31,12,803,114,30,45,779,409,Average Activity,Average Step Count,Short Sleep Time,Wednesday,1,NA,1
353,353,2020-09-17,0,100,68,84,0,Thursday,131.28,21.35,21.7,2059,8402,3.54,14,852,220,16,13,887,289,Average Activity,Average Step Count,Short Sleep Time,Thursday,1,NA,1
354,354,2020-09-18,0,101,70,85.5,0,Friday,131.32,21.36,21.719,2063,6537,2.8,17,774,282,0,0,891,349,Average Activity,Average Step Count,Short Sleep Time,Friday,1,NA,1
355,355,2020-09-19,0,99,70,84.5,0,Saturday,131.37,21.37,21.738,1377,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Saturday,1,NA,1
356,356,2020-09-20,0,94,62,78,0,Sunday,131.41,21.37,21.757,1355,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Sunday,1,NA,1
357,357,2020-09-21,0,90,63,76.5,0,Monday,131.46,21.38,21.776,1988,11114,4.76,27,1271,83,43,43,780,NA,Average Activity,High Step Count,NA,Monday,1,NA,1
358,358,2020-09-22,0,92,62,77,0,Tuesday,131.5,21.39,21.799,2204,10365,4.44,47,773,167,24,66,1064,409,High Activity,High Step Count,Short Sleep Time,Tuesday,1,NA,1
359,359,2020-09-23,0,93,63,78,0,Wednesday,131.58,21.4,21.799,2000,10691,4.58,35,747,93,45,44,800,469,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
360,360,2020-09-24,1,NA,NA,NA,NA,Thursday,131.67,21.42,21.799,2793,11328,4.85,19,970,335,97,38,1817,NA,Very High Activity,High Step Count,NA,Thursday,1,NA,1
361,361,2020-09-25,1,NA,NA,NA,NA,Friday,131.75,21.43,21.799,2521,8650,3.62,10,794,330,35,31,1433,NA,Very High Activity,Average Step Count,NA,Friday,1,NA,1
362,362,2020-09-26,1,NA,NA,NA,NA,Saturday,131.84,21.44,21.799,2095,7807,3.32,11,762,219,31,17,912,409,Average Activity,Average Step Count,Short Sleep Time,Saturday,1,NA,1
363,363,2020-09-27,1,NA,NA,NA,NA,Sunday,131.92,21.46,21.799,2008,8197,3.48,18,837,216,23,14,819,349,Average Activity,Average Step Count,Short Sleep Time,Sunday,1,NA,1
364,364,2020-09-28,1,NA,NA,NA,NA,Monday,132,21.47,21.799,1810,5214,2.2,3,737,121,10,3,471,529,Low Activity,Average Step Count,Ideal Sleep Time,Monday,1,NA,1
365,365,2020-09-29,0,103,66,84.5,0,Tuesday,132.09,21.48,21.799,1631,3481,1.49,21,1345,73,10,12,338,NA,Low Activity,Low Step Count,NA,Tuesday,1,NA,1
366,366,2020-09-30,0,106,69,87.5,0,Wednesday,132.17,21.5,21.799,1788,5456,2.36,19,786,104,22,17,546,469,Low Activity,Average Step Count,Ideal Sleep Time,Wednesday,1,NA,1
